data,anno,id_pratica,id_cliente,filiale,filiale_brand_prevalente,venditore,venditore_brand_prevalente,categoria_prodotto,data_prima_immatricolazione,anzianita_mesi,km_attuali,canale,giacenza_giorni,giacenza_fascia,over150_flag,fascia_prezzo,sconto_applicato_eur,marca,modello,importo_fattura,finanziamento,tipo_prodotto_fi,istituto_finanziario,durata_mesi,importo_finanziato,tipo_cliente,pacchetto_assicurativo,estensione_garanzia,margine_servizi_eur,margine_ferro_eur,margine_totale_eur
2024-04-20,2024,PR-24-10333,CL-24-110333,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-03-30,0,148,Showroom,10,1-90,NO,<=60000,642,Hyundai,i20,41818,NO,,,,0,Azienda,NO,NO,95,1430,1525
2025-05-03,2025,PR-25-12532,CL-25-112532,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,NUOVO,2025-04-23,0,173,Showroom,14,1-90,NO,<=60000,273,Hyundai,Kona,24602,SI,RENTING,FIN_MOBILITY,48.0,20281,Privato,SI,NO,2251,721,2972
2025-09-04,2025,PR-25-12533,CL-25-112533,Filiale 5,MINI,VEND_Filiale5_02,MINI,NUOVO,2025-08-25,0,35,B2B,26,1-90,NO,<=60000,2,MINI,Countryman,27758,SI,LEASING,FIN_LEASE_GROUP,60.0,19775,Azienda,SI,SI,2421,1975,4396
2025-07-15,2025,PR-25-12534,CL-25-112534,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-05-28,1,16,Showroom,15,1-90,NO,<=60000,994,BMW,Serie 1,58692,SI,RENTING,FIN_MOBILITY,48.0,42062,Privato,SI,NO,2375,3147,5522
2024-05-27,2024,PR-24-10334,CL-24-110334,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2024-05-04,0,38,Web,32,1-90,NO,>60000,517,BMW,Serie 1,83358,SI,MAXIRATA,FIN_AUTO_ONE,48.0,58019,Privato,SI,SI,2461,5835,8296
2025-12-27,2025,PR-25-12535,CL-25-112535,Filiale 1,BMW,VEND_Filiale1_02,BMW,USATO,2023-09-27,27,16469,Showroom,8,1-90,NO,<=60000,1523,BMW,X3,50342,NO,,,,0,Privato,SI,NO,689,1572,2261
2024-05-14,2024,PR-24-10335,CL-24-110335,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2024-04-28,0,37,Showroom,12,1-90,NO,>60000,223,Mercedes,Classe B,108601,SI,LEASING,FIN_LEASE_GROUP,48.0,81498,Privato,SI,SI,2548,4733,7281
2024-05-10,2024,PR-24-10336,CL-24-110336,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-04-29,0,89,Showroom,31,1-90,NO,<=60000,80,BMW,X1,32937,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,24185,Privato,SI,NO,1697,2435,4132
2024-04-02,2024,PR-24-10337,CL-24-110337,Filiale 5,MINI,VEND_Filiale5_04,Hyundai,NUOVO,2024-02-12,1,42,Showroom,6,1-90,NO,<=60000,159,Hyundai,Santa Fe,32783,NO,,,,0,Privato,SI,NO,1435,2333,3768
2025-02-16,2025,PR-25-12536,CL-25-112536,Filiale 2,BMW,VEND_Filiale2_04,BMW,USATO,2021-10-08,39,40422,Remarketing,124,90-150,NO,>60000,1745,BMW,X3,73572,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,53743,Privato,NO,SI,1958,3909,5867
2025-11-24,2025,PR-25-12537,CL-25-112537,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-10-01,1,129,Showroom,20,1-90,NO,>60000,1540,BMW,X3,71682,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,39675,Privato,SI,NO,1796,3194,4990
2024-09-23,2024,PR-24-10338,CL-24-110338,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-09-14,0,100,Showroom,20,1-90,NO,<=60000,298,BMW,X3,40597,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,25462,Privato,SI,NO,1933,2289,4222
2025-04-26,2025,PR-25-12538,CL-25-112538,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,KM0,2025-02-10,2,2161,Showroom,23,1-90,NO,<=60000,216,MINI,Clubman,32258,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,18721,Privato,NO,SI,1708,998,2706
2025-05-28,2025,PR-25-12539,CL-25-112539,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,USATO,2022-08-01,33,25982,B2B,236,>=150,SI,<=60000,1100,MINI,Cooper SE,19921,NO,,,,0,Privato,SI,SI,2068,1399,3467
2024-10-06,2024,PR-24-10339,CL-24-110339,Filiale 8,KIA,VEND_Filiale8_02,KIA,USATO,2020-09-24,48,63822,Showroom,18,1-90,NO,<=60000,1001,KIA,Sorento,37734,NO,,,,0,Privato,SI,SI,1538,2520,4058
2025-04-20,2025,PR-25-12540,CL-25-112540,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-04-09,0,166,Remarketing,11,1-90,NO,<=60000,165,Mercedes,GLA,42664,SI,MAXIRATA,FIN_AUTO_ONE,36.0,35627,Privato,SI,SI,1965,2748,4713
2024-09-21,2024,PR-24-10340,CL-24-110340,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2019-11-13,58,94213,Showroom,50,1-90,NO,<=60000,826,Hyundai,i20,36806,NO,,,,0,Privato,NO,SI,1091,2836,3927
2025-12-04,2025,PR-25-12541,CL-25-112541,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2025-12-02,0,89,Showroom,49,1-90,NO,>60000,1451,Mercedes,Classe B,92438,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,57668,Azienda,SI,NO,1676,4401,6077
2025-03-04,2025,PR-25-12542,CL-25-112542,Filiale 8,KIA,VEND_Filiale8_01,KIA,USATO,2023-02-23,23,48979,Web,92,90-150,NO,<=60000,2264,KIA,Sorento,28674,NO,,,,0,Privato,SI,SI,1778,200,1978
2025-09-01,2025,PR-25-12543,CL-25-112543,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,USATO,2018-04-24,87,118600,Showroom,13,1-90,NO,<=60000,1267,MINI,Clubman,38400,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,25905,Privato,SI,NO,1767,1479,3246
2025-04-02,2025,PR-25-12544,CL-25-112544,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-03-05,0,16,Showroom,12,1-90,NO,<=60000,231,MINI,Cooper S,38921,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,22122,Privato,SI,SI,2842,2484,5326
2025-06-23,2025,PR-25-12545,CL-25-112545,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2025-06-01,0,188,Lead,40,1-90,NO,<=60000,843,MINI,Cooper S,51519,SI,MAXIRATA,FIN_AUTO_ONE,36.0,41850,Privato,NO,NO,733,2258,2991
2025-07-16,2025,PR-25-12546,CL-25-112546,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,KM0,2025-05-01,2,2164,Web,43,1-90,NO,>60000,2793,Mercedes,Classe C,78877,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,56863,Azienda,SI,NO,2577,1858,4435
2024-12-12,2024,PR-24-10341,CL-24-110341,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-11-28,0,144,Showroom,21,1-90,NO,<=60000,265,Hyundai,Tucson,28721,SI,RENTING,FIN_MOBILITY,36.0,25107,Privato,SI,SI,1854,993,2847
2024-11-22,2024,PR-24-10342,CL-24-110342,Filiale 1,BMW,VEND_Filiale1_02,BMW,NUOVO,2024-11-04,0,18,Lead,49,1-90,NO,<=60000,477,BMW,Serie 3,51755,NO,,,,0,Privato,NO,NO,0,3715,3715
2025-07-11,2025,PR-25-12547,CL-25-112547,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,NUOVO,2025-06-07,1,110,Showroom,16,1-90,NO,<=60000,142,Mercedes,GLE,54326,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,47361,Privato,SI,NO,1152,3013,4165
2025-05-01,2025,PR-25-12548,CL-25-112548,Filiale 3,Mercedes,VEND_Filiale3_06,MINI,NUOVO,2025-04-11,0,169,Showroom,34,1-90,NO,<=60000,738,MINI,Cooper,52422,SI,LEASING,FIN_LEASE_GROUP,36.0,46975,Azienda,SI,NO,1572,2118,3690
2025-09-30,2025,PR-25-12549,CL-25-112549,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-09-10,0,67,Lead,12,1-90,NO,<=60000,444,BMW,X5,53381,NO,,,,0,Privato,SI,SI,2454,3116,5570
2025-06-08,2025,PR-25-12550,CL-25-112550,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-05-19,0,59,Showroom,18,1-90,NO,<=60000,278,Mercedes,Classe B,35795,SI,MAXIRATA,FIN_AUTO_ONE,48.0,31699,Privato,NO,NO,826,2116,2942
2024-07-09,2024,PR-24-10343,CL-24-110343,Filiale 1,BMW,VEND_Filiale1_04,BMW,NUOVO,2024-06-20,0,90,B2B,37,1-90,NO,<=60000,182,BMW,Serie 3,28703,SI,MAXIRATA,FIN_AUTO_ONE,36.0,24883,Privato,SI,SI,1933,1705,3638
2025-07-11,2025,PR-25-12551,CL-25-112551,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,KM0,2025-05-01,2,761,Remarketing,33,1-90,NO,<=60000,571,MINI,Cooper S,37074,NO,,,,0,Privato,NO,SI,1332,1581,2913
2025-11-29,2025,PR-25-12552,CL-25-112552,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-10-12,1,41,Web,79,1-90,NO,>60000,1133,Mercedes,GLE,93182,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,82387,Privato,SI,NO,1315,4807,6122
2025-12-25,2025,PR-25-12553,CL-25-112553,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2025-10-26,1,82,Showroom,22,1-90,NO,>60000,303,MINI,Countryman,60416,SI,LEASING,FIN_LEASE_GROUP,48.0,47478,Azienda,SI,SI,2631,3953,6584
2024-05-01,2024,PR-24-10344,CL-24-110344,Filiale 5,MINI,VEND_Filiale5_02,MINI,NUOVO,2024-04-01,1,138,Web,15,1-90,NO,<=60000,441,MINI,Clubman,38025,SI,LEASING,FIN_LEASE_GROUP,60.0,33553,Azienda,SI,SI,2482,1745,4227
2024-06-22,2024,PR-24-10345,CL-24-110345,Filiale 2,BMW,VEND_Filiale2_04,BMW,USATO,2022-12-22,18,19883,Web,72,1-90,NO,<=60000,216,Hyundai,i20,18690,NO,,,,0,Privato,NO,SI,1211,1398,2609
2025-09-09,2025,PR-25-12554,CL-25-112554,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-08-20,0,142,B2B,25,1-90,NO,<=60000,13,KIA,Sorento,55604,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,31805,Azienda,NO,NO,782,3143,3925
2024-06-04,2024,PR-24-10346,CL-24-110346,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,KM0,2024-05-02,1,2035,Showroom,80,1-90,NO,<=60000,340,Hyundai,i30,53421,NO,,,,0,Privato,NO,NO,0,2432,2432
2025-05-08,2025,PR-25-12555,CL-25-112555,Filiale 1,BMW,VEND_Filiale1_02,BMW,KM0,2025-03-26,1,1242,Showroom,68,1-90,NO,>60000,852,BMW,X5,86816,SI,LEASING,FIN_LEASE_GROUP,48.0,67384,Privato,SI,NO,1222,4868,6090
2024-01-15,2024,PR-24-10347,CL-24-110347,Filiale 1,BMW,VEND_Filiale1_06,BMW,NUOVO,2023-12-27,0,88,B2B,4,1-90,NO,>60000,464,BMW,X5,69876,SI,MAXIRATA,FIN_AUTO_ONE,36.0,44132,Privato,SI,NO,1736,2949,4685
2024-11-20,2024,PR-24-10348,CL-24-110348,Filiale 1,BMW,VEND_Filiale1_02,BMW,NUOVO,2024-11-09,0,89,B2B,17,1-90,NO,>60000,607,BMW,Serie 2,76347,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,53293,Privato,SI,SI,1889,3169,5058
2024-07-07,2024,PR-24-10349,CL-24-110349,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2024-06-04,1,16,Lead,62,1-90,NO,<=60000,85,Mercedes,Classe C,30046,SI,LEASING,FIN_LEASE_GROUP,60.0,19664,Azienda,SI,NO,1468,1835,3303
2024-03-12,2024,PR-24-10350,CL-24-110350,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,USATO,2023-02-18,12,12282,Showroom,148,90-150,NO,>60000,2740,Mercedes,Classe B,77456,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,64676,Privato,SI,SI,2877,5189,8066
2024-04-20,2024,PR-24-10351,CL-24-110351,Filiale 2,BMW,VEND_Filiale2_05,BMW,USATO,2023-08-26,7,37657,Showroom,140,90-150,NO,<=60000,2890,BMW,Serie 3,35932,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,27241,Privato,SI,NO,1987,218,2205
2025-02-10,2025,PR-25-12556,CL-25-112556,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-12-18,1,112,Web,16,1-90,NO,>60000,29,Mercedes,GLC,60594,SI,RENTING,FIN_MOBILITY,48.0,41897,Privato,SI,NO,2025,3960,5985
2024-11-17,2024,PR-24-10352,CL-24-110352,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2024-10-01,1,103,Showroom,57,1-90,NO,>60000,1324,BMW,X1,63159,SI,LEASING,FIN_LEASE_GROUP,48.0,54759,Privato,SI,NO,1571,1689,3260
2025-08-30,2025,PR-25-12557,CL-25-112557,Filiale 2,BMW,VEND_Filiale2_05,BMW,USATO,2020-06-01,62,57793,Remarketing,119,90-150,NO,<=60000,1279,BMW,X5,43080,NO,,,,0,Privato,SI,SI,2129,2946,5075
2025-08-29,2025,PR-25-12558,CL-25-112558,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-08-11,0,149,Web,11,1-90,NO,>60000,952,Mercedes,Classe A,62016,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,36650,Azienda,SI,SI,3234,2683,5917
2025-01-30,2025,PR-25-12559,CL-25-112559,Filiale 7,KIA,VEND_Filiale7_04,Hyundai,USATO,2022-11-27,26,10000,Showroom,149,90-150,NO,<=60000,1995,KIA,Niro,52185,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,39879,Azienda,SI,NO,1537,2226,3763
2025-07-29,2025,PR-25-12560,CL-25-112560,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,NUOVO,2025-07-07,0,170,Showroom,43,1-90,NO,<=60000,82,Mercedes,GLE,43265,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,33717,Privato,NO,SI,1234,2830,4064
2025-05-31,2025,PR-25-12561,CL-25-112561,Filiale 6,MINI,VEND_Filiale6_01,MINI,KM0,2025-03-28,2,2457,B2B,45,1-90,NO,<=60000,915,MINI,Clubman,34456,SI,LEASING,FIN_LEASE_GROUP,60.0,21266,Privato,NO,NO,791,1479,2270
2025-04-02,2025,PR-25-12562,CL-25-112562,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-02-14,1,9,Showroom,14,1-90,NO,>60000,1045,BMW,X1,69988,SI,LEASING,FIN_LEASE_GROUP,48.0,50753,Privato,SI,SI,2318,4569,6887
2024-02-18,2024,PR-24-10353,CL-24-110353,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2024-01-10,1,21,Showroom,15,1-90,NO,<=60000,342,KIA,Niro,29557,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,20055,Privato,NO,SI,1328,1328,2656
2025-06-11,2025,PR-25-12563,CL-25-112563,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,USATO,2024-07-10,11,27692,Remarketing,140,90-150,NO,>60000,1948,Mercedes,Classe A,87798,NO,,,,0,Privato,SI,NO,1019,5602,6621
2025-06-10,2025,PR-25-12564,CL-25-112564,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-05-19,0,182,Showroom,22,1-90,NO,<=60000,665,BMW,Serie 2,51516,NO,,,,0,Azienda,NO,NO,111,3035,3146
2024-04-28,2024,PR-24-10354,CL-24-110354,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2024-04-13,0,69,Remarketing,36,1-90,NO,<=60000,43,KIA,Sorento,33934,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,26331,Privato,SI,SI,2442,1711,4153
2025-09-01,2025,PR-25-12565,CL-25-112565,Filiale 1,BMW,VEND_Filiale1_06,BMW,NUOVO,2025-08-22,0,88,Web,41,1-90,NO,>60000,417,BMW,X3,69517,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,47142,Privato,NO,NO,425,5292,5717
2025-01-10,2025,PR-25-12566,CL-25-112566,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-11-20,1,99,B2B,23,1-90,NO,>60000,429,Hyundai,Kona,65484,SI,LEASING,FIN_LEASE_GROUP,36.0,52647,Privato,SI,NO,1776,4587,6363
2025-06-18,2025,PR-25-12567,CL-25-112567,Filiale 8,KIA,VEND_Filiale8_01,KIA,NUOVO,2025-06-15,0,155,Showroom,14,1-90,NO,<=60000,131,KIA,Stonic,22766,NO,,,,0,Privato,SI,NO,1215,1129,2344
2024-03-15,2024,PR-24-10355,CL-24-110355,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-03-03,0,67,Showroom,15,1-90,NO,<=60000,141,MINI,Cooper S,38412,NO,,,,0,Privato,NO,NO,134,1498,1632
2025-12-21,2025,PR-25-12568,CL-25-112568,Filiale 6,MINI,VEND_Filiale6_03,MINI,USATO,2021-08-25,51,82396,Remarketing,34,1-90,NO,<=60000,771,MINI,Clubman,38627,NO,,,,0,Azienda,SI,NO,1836,1778,3614
2025-11-10,2025,PR-25-12569,CL-25-112569,Filiale 2,BMW,VEND_Filiale2_03,BMW,USATO,2022-04-14,42,32732,Remarketing,87,1-90,NO,<=60000,1465,BMW,X5,48909,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,27153,Privato,SI,SI,2075,2713,4788
2024-05-29,2024,PR-24-10356,CL-24-110356,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-05-27,0,126,Web,20,1-90,NO,<=60000,738,MINI,Cooper SE,51538,NO,,,,0,Azienda,NO,SI,403,2362,2765
2024-06-04,2024,PR-24-10357,CL-24-110357,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2024-06-02,0,107,Showroom,21,1-90,NO,<=60000,592,Mercedes,Classe C,53797,NO,,,,0,Privato,NO,SI,925,2423,3348
2025-09-21,2025,PR-25-12570,CL-25-112570,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2025-07-27,1,132,Web,12,1-90,NO,<=60000,438,BMW,X1,39202,NO,,,,0,Privato,SI,NO,642,1788,2430
2024-01-30,2024,PR-24-10358,CL-24-110358,Filiale 3,Mercedes,VEND_Filiale3_06,MINI,NUOVO,2023-12-07,1,12,Showroom,63,1-90,NO,>60000,511,Mercedes,Classe B,70055,NO,,,,0,Privato,SI,SI,1910,3105,5015
2025-06-27,2025,PR-25-12571,CL-25-112571,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2025-05-26,1,19,Showroom,56,1-90,NO,<=60000,266,MINI,Countryman,46611,NO,,,,0,Privato,SI,NO,675,2428,3103
2024-11-07,2024,PR-24-10359,CL-24-110359,Filiale 1,BMW,VEND_Filiale1_06,BMW,KM0,2024-08-26,2,2584,B2B,31,1-90,NO,<=60000,821,BMW,X3,31806,NO,,,,0,Privato,NO,NO,0,926,926
2024-03-27,2024,PR-24-10360,CL-24-110360,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2020-07-01,44,49870,Remarketing,41,1-90,NO,<=60000,1560,Hyundai,Santa Fe,48293,SI,LEASING,FIN_LEASE_GROUP,60.0,39186,Privato,SI,NO,1519,1167,2686
2024-03-25,2024,PR-24-10361,CL-24-110361,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,NUOVO,2024-02-24,0,84,Lead,18,1-90,NO,<=60000,242,KIA,Stonic,23891,SI,LEASING,FIN_LEASE_GROUP,60.0,15415,Azienda,NO,NO,187,903,1090
2025-10-24,2025,PR-25-12572,CL-25-112572,Filiale 1,BMW,VEND_Filiale1_01,BMW,USATO,2021-10-14,48,63735,Showroom,133,90-150,NO,>60000,2637,BMW,X1,63787,SI,LEASING,FIN_LEASE_GROUP,60.0,39598,Azienda,NO,SI,1765,1659,3424
2024-10-09,2024,PR-24-10362,CL-24-110362,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,USATO,2017-06-27,87,100105,Showroom,53,1-90,NO,<=60000,1327,Mercedes,Classe A,43817,NO,,,,0,Privato,NO,NO,0,3090,3090
2025-12-25,2025,PR-25-12573,CL-25-112573,Filiale 7,KIA,VEND_Filiale7_02,KIA,USATO,2024-10-14,14,10000,Web,170,>=150,SI,<=60000,4436,KIA,Sportage,55182,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,47776,Privato,SI,SI,2759,1218,3977
2025-01-20,2025,PR-25-12574,CL-25-112574,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,NUOVO,2025-01-04,0,137,Lead,9,1-90,NO,>60000,465,Mercedes,Classe C,90202,SI,MAXIRATA,FIN_AUTO_ONE,48.0,59489,Privato,SI,NO,1745,6107,7852
2024-05-22,2024,PR-24-10363,CL-24-110363,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2024-04-21,1,163,Showroom,11,1-90,NO,>60000,383,Mercedes,Classe A,85276,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,50999,Azienda,SI,SI,2550,5102,7652
2025-12-23,2025,PR-25-12575,CL-25-112575,Filiale 1,BMW,VEND_Filiale1_02,BMW,USATO,2025-03-14,9,10293,Web,22,1-90,NO,<=60000,1285,Mercedes,Classe C,43656,NO,,,,0,Privato,SI,NO,661,1853,2514
2024-05-23,2024,PR-24-10364,CL-24-110364,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-04-10,1,162,Showroom,25,1-90,NO,<=60000,261,Hyundai,i30,27567,NO,,,,0,Azienda,NO,SI,686,1221,1907
2025-12-04,2025,PR-25-12576,CL-25-112576,Filiale 3,Mercedes,VEND_Filiale3_06,MINI,NUOVO,2025-10-14,1,58,Showroom,14,1-90,NO,<=60000,388,MINI,Cooper S,37511,SI,MAXIRATA,FIN_AUTO_ONE,48.0,32330,Privato,SI,SI,2790,2279,5069
2024-09-17,2024,PR-24-10365,CL-24-110365,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,USATO,2020-02-23,54,47523,Web,56,1-90,NO,>60000,2646,Mercedes,Classe A,82109,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,65903,Privato,SI,SI,2642,6596,9238
2025-04-06,2025,PR-25-12577,CL-25-112577,Filiale 5,MINI,VEND_Filiale5_05,KIA,KM0,2025-02-26,1,2009,Showroom,98,90-150,NO,<=60000,2589,MINI,Countryman,48170,NO,,,,0,Privato,SI,NO,886,200,1086
2025-02-11,2025,PR-25-12578,CL-25-112578,Filiale 1,BMW,VEND_Filiale1_02,BMW,KM0,2024-12-26,1,1350,Web,55,1-90,NO,>60000,1198,BMW,Serie 2,84474,NO,,,,0,Privato,SI,NO,1720,2142,3862
2024-07-25,2024,PR-24-10366,CL-24-110366,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-06-25,1,92,B2B,14,1-90,NO,>60000,79,BMW,X1,84163,NO,,,,0,Azienda,NO,SI,694,5334,6028
2025-12-12,2025,PR-25-12579,CL-25-112579,Filiale 5,MINI,VEND_Filiale5_01,MINI,USATO,2024-05-04,19,34443,Remarketing,6,1-90,NO,<=60000,527,Mercedes,Classe C,31060,NO,,,,0,Privato,NO,SI,1121,1375,2496
2025-01-29,2025,PR-25-12580,CL-25-112580,Filiale 5,MINI,VEND_Filiale5_02,MINI,NUOVO,2025-01-27,0,164,Showroom,17,1-90,NO,<=60000,367,MINI,Cooper S,26998,NO,,,,0,Privato,NO,NO,0,847,847
2024-12-21,2024,PR-24-10367,CL-24-110367,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-12-11,0,47,Remarketing,16,1-90,NO,<=60000,33,MINI,Cooper S,52204,SI,LEASING,FIN_LEASE_GROUP,36.0,39899,Privato,SI,SI,2550,1883,4433
2024-11-20,2024,PR-24-10368,CL-24-110368,Filiale 1,BMW,VEND_Filiale1_06,BMW,NUOVO,2024-10-03,1,123,Web,20,1-90,NO,<=60000,129,BMW,Serie 3,51284,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,24.0,42366,Privato,NO,NO,363,2851,3214
2025-06-13,2025,PR-25-12581,CL-25-112581,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2025-04-20,1,53,Showroom,9,1-90,NO,>60000,616,BMW,X1,81226,SI,RENTING,FIN_MOBILITY,36.0,55546,Privato,SI,SI,2280,5158,7438
2025-11-17,2025,PR-25-12582,CL-25-112582,Filiale 9,Hyundai,VEND_Filiale9_03,KIA,NUOVO,2025-10-25,0,139,Showroom,41,1-90,NO,<=60000,63,Hyundai,Kona,57172,SI,LEASING,FIN_LEASE_GROUP,48.0,42215,Azienda,NO,NO,397,2970,3367
2024-11-04,2024,PR-24-10369,CL-24-110369,Filiale 8,KIA,VEND_Filiale8_01,KIA,NUOVO,2024-09-09,1,42,Lead,11,1-90,NO,>60000,707,BMW,Serie 3,74145,NO,,,,0,Privato,SI,NO,1411,3436,4847
2024-03-23,2024,PR-24-10370,CL-24-110370,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-02-06,1,99,Showroom,63,1-90,NO,>60000,1149,BMW,Serie 1,64668,SI,LEASING,FIN_LEASE_GROUP,60.0,53015,Azienda,SI,SI,2371,3092,5463
2024-07-31,2024,PR-24-10371,CL-24-110371,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2024-07-15,0,173,Showroom,17,1-90,NO,>60000,655,KIA,Niro,61004,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,38767,Privato,SI,NO,1838,2125,3963
2024-10-23,2024,PR-24-10372,CL-24-110372,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-10-10,0,108,Showroom,13,1-90,NO,<=60000,310,MINI,Clubman,32521,NO,,,,0,Privato,NO,SI,415,1188,1603
2024-02-04,2024,PR-24-10373,CL-24-110373,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,USATO,2023-07-23,6,11130,Showroom,183,>=150,SI,<=60000,1420,MINI,Cooper S,25726,NO,,,,0,Privato,NO,SI,411,821,1232
2025-01-04,2025,PR-25-12583,CL-25-112583,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,USATO,2021-04-19,44,27271,Showroom,23,1-90,NO,>60000,2569,BMW,Serie 2,60627,NO,,,,0,Privato,NO,NO,35,2718,2753
2025-11-21,2025,PR-25-12584,CL-25-112584,Filiale 1,BMW,VEND_Filiale1_02,BMW,USATO,2014-10-02,133,112724,Showroom,160,>=150,SI,<=60000,4286,BMW,X3,45854,NO,,,,0,Privato,NO,SI,858,200,1058
